"naam","totinv","totpart","rate","sex","age","invited","participant","agec","age1","age2","age3","age4","age5","male","female"
"Bierbeek",1173,676,0.576300085251492,"female","65_69",76,50,4,0,0,0,1,0,0,1
"Bierbeek",1173,676,0.576300085251492,"male","70_74",93,55,5,0,0,0,0,1,1,0
"Bierbeek",1173,676,0.576300085251492,"female","70_74",89,62,5,0,0,0,0,1,0,1
"Bilzen",3912,2092,0.534764826175869,"male","50_54",556,227,1,1,0,0,0,0,1,0
"Bilzen",3912,2092,0.534764826175869,"female","50_54",604,288,1,1,0,0,0,0,0,1
"Bilzen",3912,2092,0.534764826175869,"male","55_59",504,218,2,0,1,0,0,0,1,0
"Bilzen",3912,2092,0.534764826175869,"female","55_59",483,243,2,0,1,0,0,0,0,1
"Bilzen",3912,2092,0.534764826175869,"male","60_64",365,222,3,0,0,1,0,0,1,0
"Bilzen",3912,2092,0.534764826175869,"female","60_64",357,230,3,0,0,1,0,0,0,1
"Bilzen",3912,2092,0.534764826175869,"male","65_69",267,164,4,0,0,0,1,0,1,0
"Bilzen",3912,2092,0.534764826175869,"female","65_69",268,177,4,0,0,0,1,0,0,1
"Bilzen",3912,2092,0.534764826175869,"male","70_74",244,148,5,0,0,0,0,1,1,0
"Bilzen",3912,2092,0.534764826175869,"female","70_74",264,175,5,0,0,0,0,1,0,1
"Blankenberge",2909,1310,0.450326572705397,"male","50_54",356,109,1,1,0,0,0,0,1,0
"Blankenberge",2909,1310,0.450326572705397,"female","50_54",274,116,1,1,0,0,0,0,0,1
"Blankenberge",2909,1310,0.450326572705397,"male","55_59",337,115,2,0,1,0,0,0,1,0
"Blankenberge",2909,1310,0.450326572705397,"female","55_59",325,129,2,0,1,0,0,0,0,1
"Blankenberge",2909,1310,0.450326572705397,"male","60_64",261,132,3,0,0,1,0,0,1,0
"Blankenberge",2909,1310,0.450326572705397,"female","60_64",284,145,3,0,0,1,0,0,0,1
"Blankenberge",2909,1310,0.450326572705397,"male","65_69",267,137,4,0,0,0,1,0,1,0
"Blankenberge",2909,1310,0.450326572705397,"female","65_69",269,151,4,0,0,0,1,0,0,1
"Blankenberge",2909,1310,0.450326572705397,"male","70_74",243,119,5,0,0,0,0,1,1,0
"Blankenberge",2909,1310,0.450326572705397,"female","70_74",293,157,5,0,0,0,0,1,0,1
"Bocholt",1533,963,0.628180039138943,"male","50_54",227,113,1,1,0,0,0,0,1,0
"Bocholt",1533,963,0.628180039138943,"female","50_54",213,123,1,1,0,0,0,0,0,1
"Bocholt",1533,963,0.628180039138943,"male","55_59",181,102,2,0,1,0,0,0,1,0
"Bocholt",1533,963,0.628180039138943,"female","55_59",197,124,2,0,1,0,0,0,0,1
"Bocholt",1533,963,0.628180039138943,"male","60_64",168,119,3,0,0,1,0,0,1,0
"Bocholt",1533,963,0.628180039138943,"female","60_64",146,108,3,0,0,1,0,0,0,1
"Bocholt",1533,963,0.628180039138943,"male","65_69",99,62,4,0,0,0,1,0,1,0
"Bocholt",1533,963,0.628180039138943,"female","65_69",112,85,4,0,0,0,1,0,0,1
"Bocholt",1533,963,0.628180039138943,"male","70_74",97,70,5,0,0,0,0,1,1,0
"Bocholt",1533,963,0.628180039138943,"female","70_74",93,57,5,0,0,0,0,1,0,1
"Boechout",1501,803,0.534976682211859,"male","50_54",215,94,1,1,0,0,0,0,1,0
"Boechout",1501,803,0.534976682211859,"female","50_54",226,105,1,1,0,0,0,0,0,1
"Boechout",1501,803,0.534976682211859,"male","55_59",170,73,2,0,1,0,0,0,1,0
"Boechout",1501,803,0.534976682211859,"female","55_59",183,91,2,0,1,0,0,0,0,1
"Boechout",1501,803,0.534976682211859,"male","60_64",136,85,3,0,0,1,0,0,1,0
"Boechout",1501,803,0.534976682211859,"female","60_64",147,95,3,0,0,1,0,0,0,1
"Boechout",1501,803,0.534976682211859,"male","65_69",107,72,4,0,0,0,1,0,1,0
"Boechout",1501,803,0.534976682211859,"female","65_69",117,73,4,0,0,0,1,0,0,1
"Boechout",1501,803,0.534976682211859,"male","70_74",113,63,5,0,0,0,0,1,1,0
"Boechout",1501,803,0.534976682211859,"female","70_74",87,52,5,0,0,0,0,1,0,1
"Bonheiden",1721,928,0.539221382916909,"male","50_54",270,124,1,1,0,0,0,0,1,0
"Bonheiden",1721,928,0.539221382916909,"female","50_54",252,104,1,1,0,0,0,0,0,1
"Bonheiden",1721,928,0.539221382916909,"male","55_59",231,110,2,0,1,0,0,0,1,0
"Bonheiden",1721,928,0.539221382916909,"female","55_59",184,95,2,0,1,0,0,0,0,1
"Bonheiden",1721,928,0.539221382916909,"male","60_64",137,81,3,0,0,1,0,0,1,0
"Bonheiden",1721,928,0.539221382916909,"female","60_64",190,134,3,0,0,1,0,0,0,1
"Bonheiden",1721,928,0.539221382916909,"male","65_69",114,68,4,0,0,0,1,0,1,0
"Bonheiden",1721,928,0.539221382916909,"female","65_69",116,79,4,0,0,0,1,0,0,1
"Bonheiden",1721,928,0.539221382916909,"male","70_74",112,63,5,0,0,0,0,1,1,0
"Bonheiden",1721,928,0.539221382916909,"female","70_74",115,70,5,0,0,0,0,1,0,1
"Boom",1673,629,0.375971309025702,"male","50_54",352,94,1,1,0,0,0,0,1,0
"Boom",1673,629,0.375971309025702,"female","50_54",266,95,1,1,0,0,0,0,0,1
"Boom",1673,629,0.375971309025702,"male","55_59",211,64,2,0,1,0,0,0,1,0
"Boom",1673,629,0.375971309025702,"female","55_59",209,69,2,0,1,0,0,0,0,1
"Boom",1673,629,0.375971309025702,"male","60_64",128,60,3,0,0,1,0,0,1,0
"Boom",1673,629,0.375971309025702,"female","60_64",133,69,3,0,0,1,0,0,0,1
"Boom",1673,629,0.375971309025702,"male","65_69",104,57,4,0,0,0,1,0,1,0
"Boom",1673,629,0.375971309025702,"female","65_69",94,46,4,0,0,0,1,0,0,1
"Boom",1673,629,0.375971309025702,"male","70_74",85,42,5,0,0,0,0,1,1,0
"Boom",1673,629,0.375971309025702,"female","70_74",91,33,5,0,0,0,0,1,0,1
"Boortmeerbeek",1400,701,0.500714285714286,"male","50_54",233,80,1,1,0,0,0,0,1,0
"Boortmeerbeek",1400,701,0.500714285714286,"female","50_54",185,83,1,1,0,0,0,0,0,1
"Boortmeerbeek",1400,701,0.500714285714286,"male","55_59",196,82,2,0,1,0,0,0,1,0
"Boortmeerbeek",1400,701,0.500714285714286,"female","55_59",179,88,2,0,1,0,0,0,0,1
"Boortmeerbeek",1400,701,0.500714285714286,"male","60_64",120,70,3,0,0,1,0,0,1,0
"Boortmeerbeek",1400,701,0.500714285714286,"female","60_64",131,91,3,0,0,1,0,0,0,1
"Boortmeerbeek",1400,701,0.500714285714286,"male","65_69",93,55,4,0,0,0,1,0,1,0
"Boortmeerbeek",1400,701,0.500714285714286,"female","65_69",86,49,4,0,0,0,1,0,0,1
"Boortmeerbeek",1400,701,0.500714285714286,"male","70_74",88,52,5,0,0,0,0,1,1,0
"Boortmeerbeek",1400,701,0.500714285714286,"female","70_74",89,51,5,0,0,0,0,1,0,1
"Borgloon",1417,671,0.473535638673253,"male","50_54",206,73,1,1,0,0,0,0,1,0
"Borgloon",1417,671,0.473535638673253,"female","50_54",205,85,1,1,0,0,0,0,0,1
"Borgloon",1417,671,0.473535638673253,"male","55_59",183,69,2,0,1,0,0,0,1,0
"Borgloon",1417,671,0.473535638673253,"female","55_59",181,91,2,0,1,0,0,0,0,1
"Borgloon",1417,671,0.473535638673253,"male","60_64",135,77,3,0,0,1,0,0,1,0
"Borgloon",1417,671,0.473535638673253,"female","60_64",124,75,3,0,0,1,0,0,0,1
"Borgloon",1417,671,0.473535638673253,"male","65_69",84,43,4,0,0,0,1,0,1,0
"Borgloon",1417,671,0.473535638673253,"female","65_69",97,48,4,0,0,0,1,0,0,1
"Borgloon",1417,671,0.473535638673253,"male","70_74",91,51,5,0,0,0,0,1,1,0
"Borgloon",1417,671,0.473535638673253,"female","70_74",111,59,5,0,0,0,0,1,0,1
"Bornem",2537,1319,0.519905400078833,"male","50_54",410,167,1,1,0,0,0,0,1,0
"Bornem",2537,1319,0.519905400078833,"female","50_54",366,170,1,1,0,0,0,0,0,1
"Bornem",2537,1319,0.519905400078833,"male","55_59",301,122,2,0,1,0,0,0,1,0
"Bornem",2537,1319,0.519905400078833,"female","55_59",298,145,2,0,1,0,0,0,0,1
"Bornem",2537,1319,0.519905400078833,"male","60_64",229,150,3,0,0,1,0,0,1,0
"Bornem",2537,1319,0.519905400078833,"female","60_64",240,137,3,0,0,1,0,0,0,1
"Bornem",2537,1319,0.519905400078833,"male","65_69",177,107,4,0,0,0,1,0,1,0
"Bornem",2537,1319,0.519905400078833,"female","65_69",158,102,4,0,0,0,1,0,0,1
"Bornem",2537,1319,0.519905400078833,"male","70_74",161,105,5,0,0,0,0,1,1,0
"Bornem",2537,1319,0.519905400078833,"female","70_74",197,114,5,0,0,0,0,1,0,1
"Borsbeek",1098,505,0.459927140255009,"male","50_54",174,52,1,1,0,0,0,0,1,0
"Borsbeek",1098,505,0.459927140255009,"female","50_54",160,58,1,1,0,0,0,0,0,1
"Borsbeek",1098,505,0.459927140255009,"male","55_59",137,54,2,0,1,0,0,0,1,0
"Borsbeek",1098,505,0.459927140255009,"female","55_59",134,62,2,0,1,0,0,0,0,1
"Borsbeek",1098,505,0.459927140255009,"male","60_64",100,62,3,0,0,1,0,0,1,0
"Borsbeek",1098,505,0.459927140255009,"female","60_64",78,44,3,0,0,1,0,0,0,1
"Borsbeek",1098,505,0.459927140255009,"male","65_69",82,46,4,0,0,0,1,0,1,0
"Borsbeek",1098,505,0.459927140255009,"female","65_69",78,44,4,0,0,0,1,0,0,1
"Borsbeek",1098,505,0.459927140255009,"male","70_74",70,40,5,0,0,0,0,1,1,0
"Borsbeek",1098,505,0.459927140255009,"female","70_74",85,43,5,0,0,0,0,1,0,1
"Boutersem",914,461,0.50437636761488,"male","50_54",135,61,1,1,0,0,0,0,1,0
"Boutersem",914,461,0.50437636761488,"female","50_54",149,68,1,1,0,0,0,0,0,1
"Boutersem",914,461,0.50437636761488,"male","55_59",128,52,2,0,1,0,0,0,1,0
"Boutersem",914,461,0.50437636761488,"female","55_59",124,63,2,0,1,0,0,0,0,1
"Boutersem",914,461,0.50437636761488,"male","60_64",73,42,3,0,0,1,0,0,1,0
"Boutersem",914,461,0.50437636761488,"female","60_64",66,47,3,0,0,1,0,0,0,1
"Boutersem",914,461,0.50437636761488,"male","65_69",53,34,4,0,0,0,1,0,1,0
"Boutersem",914,461,0.50437636761488,"female","65_69",54,23,4,0,0,0,1,0,0,1
"Boutersem",914,461,0.50437636761488,"male","70_74",75,37,5,0,0,0,0,1,1,0
"Boutersem",914,461,0.50437636761488,"female","70_74",57,34,5,0,0,0,0,1,0,1
"Brakel",1637,764,0.466707391569945,"male","50_54",256,89,1,1,0,0,0,0,1,0
"Brakel",1637,764,0.466707391569945,"female","50_54",252,115,1,1,0,0,0,0,0,1
"Brakel",1637,764,0.466707391569945,"male","55_59",233,91,2,0,1,0,0,0,1,0
"Brakel",1637,764,0.466707391569945,"female","55_59",192,103,2,0,1,0,0,0,0,1
"Brakel",1637,764,0.466707391569945,"male","60_64",133,71,3,0,0,1,0,0,1,0
"Brakel",1637,764,0.466707391569945,"female","60_64",135,81,3,0,0,1,0,0,0,1
"Brakel",1637,764,0.466707391569945,"male","65_69",111,60,4,0,0,0,1,0,1,0
"Brakel",1637,764,0.466707391569945,"female","65_69",115,69,4,0,0,0,1,0,0,1
"Brakel",1637,764,0.466707391569945,"male","70_74",95,37,5,0,0,0,0,1,1,0
"Brakel",1637,764,0.466707391569945,"female","70_74",115,48,5,0,0,0,0,1,0,1
"Brasschaat",4437,2407,0.542483660130719,"male","50_54",620,257,1,1,0,0,0,0,1,0
"Brasschaat",4437,2407,0.542483660130719,"female","50_54",653,301,1,1,0,0,0,0,0,1
"Brasschaat",4437,2407,0.542483660130719,"male","55_59",518,232,2,0,1,0,0,0,1,0
"Brasschaat",4437,2407,0.542483660130719,"female","55_59",532,292,2,0,1,0,0,0,0,1
"Brasschaat",4437,2407,0.542483660130719,"male","60_64",393,256,3,0,0,1,0,0,1,0
"Brasschaat",4437,2407,0.542483660130719,"female","60_64",447,295,3,0,0,1,0,0,0,1
"Brasschaat",4437,2407,0.542483660130719,"male","65_69",309,202,4,0,0,0,1,0,1,0
"Brasschaat",4437,2407,0.542483660130719,"female","65_69",351,239,4,0,0,0,1,0,0,1
"Brasschaat",4437,2407,0.542483660130719,"male","70_74",289,161,5,0,0,0,0,1,1,0
"Brasschaat",4437,2407,0.542483660130719,"female","70_74",325,172,5,0,0,0,0,1,0,1
"Brecht",3557,1973,0.554680910879955,"male","50_54",525,232,1,1,0,0,0,0,1,0
"Brecht",3557,1973,0.554680910879955,"female","50_54",549,271,1,1,0,0,0,0,0,1
"Brecht",3557,1973,0.554680910879955,"male","55_59",473,230,2,0,1,0,0,0,1,0
"Brecht",3557,1973,0.554680910879955,"female","55_59",446,256,2,0,1,0,0,0,0,1
"Brecht",3557,1973,0.554680910879955,"male","60_64",329,213,3,0,0,1,0,0,1,0
"Brecht",3557,1973,0.554680910879955,"female","60_64",337,219,3,0,0,1,0,0,0,1
"Brecht",3557,1973,0.554680910879955,"male","65_69",290,180,4,0,0,0,1,0,1,0
"Brecht",3557,1973,0.554680910879955,"female","65_69",225,146,4,0,0,0,1,0,0,1
"Brecht",3557,1973,0.554680910879955,"male","70_74",193,113,5,0,0,0,0,1,1,0
"Brecht",3557,1973,0.554680910879955,"female","70_74",190,113,5,0,0,0,0,1,0,1
"Bredene",2347,1235,0.526203664252237,"male","50_54",344,128,1,1,0,0,0,0,1,0
"Bredene",2347,1235,0.526203664252237,"female","50_54",313,154,1,1,0,0,0,0,0,1
"Bredene",2347,1235,0.526203664252237,"male","55_59",284,139,2,0,1,0,0,0,1,0
"Bredene",2347,1235,0.526203664252237,"female","55_59",295,156,2,0,1,0,0,0,0,1
"Bredene",2347,1235,0.526203664252237,"male","60_64",205,121,3,0,0,1,0,0,1,0
"Bredene",2347,1235,0.526203664252237,"female","60_64",205,135,3,0,0,1,0,0,0,1
"Bredene",2347,1235,0.526203664252237,"male","65_69",159,104,4,0,0,0,1,0,1,0
"Bredene",2347,1235,0.526203664252237,"female","65_69",198,120,4,0,0,0,1,0,0,1
"Bredene",2347,1235,0.526203664252237,"male","70_74",175,88,5,0,0,0,0,1,1,0
"Bredene",2347,1235,0.526203664252237,"female","70_74",169,90,5,0,0,0,0,1,0,1
"Bree",1889,1039,0.550026469031233,"male","50_54",268,112,1,1,0,0,0,0,1,0
"Bree",1889,1039,0.550026469031233,"female","50_54",276,126,1,1,0,0,0,0,0,1
"Bree",1889,1039,0.550026469031233,"male","55_59",266,116,2,0,1,0,0,0,1,0
"Bree",1889,1039,0.550026469031233,"female","55_59",239,116,2,0,1,0,0,0,0,1
"Bree",1889,1039,0.550026469031233,"male","60_64",173,109,3,0,0,1,0,0,1,0
"Bree",1889,1039,0.550026469031233,"female","60_64",157,109,3,0,0,1,0,0,0,1
"Bree",1889,1039,0.550026469031233,"male","65_69",128,84,4,0,0,0,1,0,1,0
"Bree",1889,1039,0.550026469031233,"female","65_69",150,113,4,0,0,0,1,0,0,1
"Bree",1889,1039,0.550026469031233,"male","70_74",112,74,5,0,0,0,0,1,1,0
"Bree",1889,1039,0.550026469031233,"female","70_74",120,80,5,0,0,0,0,1,0,1
"Brugge",13969,7133,0.510630682224927,"male","50_54",2060,843,1,1,0,0,0,0,1,0
"Brugge",13969,7133,0.510630682224927,"female","50_54",2073,950,1,1,0,0,0,0,0,1
"Brugge",13969,7133,0.510630682224927,"male","55_59",1651,690,2,0,1,0,0,0,1,0
"Brugge",13969,7133,0.510630682224927,"female","55_59",1610,775,2,0,1,0,0,0,0,1
"Brugge",13969,7133,0.510630682224927,"male","60_64",1197,664,3,0,0,1,0,0,1,0
"Brugge",13969,7133,0.510630682224927,"female","60_64",1311,821,3,0,0,1,0,0,0,1
"Brugge",13969,7133,0.510630682224927,"male","65_69",954,564,4,0,0,0,1,0,1,0
"Brugge",13969,7133,0.510630682224927,"female","65_69",1105,672,4,0,0,0,1,0,0,1
"Brugge",13969,7133,0.510630682224927,"male","70_74",952,539,5,0,0,0,0,1,1,0
"Brugge",13969,7133,0.510630682224927,"female","70_74",1056,615,5,0,0,0,0,1,0,1
"Buggenhout",1680,852,0.507142857142857,"male","50_54",259,90,1,1,0,0,0,0,1,0
"Buggenhout",1680,852,0.507142857142857,"female","50_54",260,134,1,1,0,0,0,0,0,1
"Buggenhout",1680,852,0.507142857142857,"male","55_59",220,88,2,0,1,0,0,0,1,0
"Buggenhout",1680,852,0.507142857142857,"female","55_59",215,115,2,0,1,0,0,0,0,1
"Buggenhout",1680,852,0.507142857142857,"male","60_64",137,81,3,0,0,1,0,0,1,0
"Buggenhout",1680,852,0.507142857142857,"female","60_64",138,83,3,0,0,1,0,0,0,1
"Buggenhout",1680,852,0.507142857142857,"male","65_69",118,68,4,0,0,0,1,0,1,0
"Buggenhout",1680,852,0.507142857142857,"female","65_69",108,61,4,0,0,0,1,0,0,1
"Buggenhout",1680,852,0.507142857142857,"male","70_74",111,67,5,0,0,0,0,1,1,0
"Buggenhout",1680,852,0.507142857142857,"female","70_74",114,65,5,0,0,0,0,1,0,1
"Damme",1361,720,0.529022777369581,"male","50_54",178,65,1,1,0,0,0,0,1,0
"Damme",1361,720,0.529022777369581,"female","50_54",188,74,1,1,0,0,0,0,0,1
"Damme",1361,720,0.529022777369581,"male","55_59",161,76,2,0,1,0,0,0,1,0
"Damme",1361,720,0.529022777369581,"female","55_59",154,80,2,0,1,0,0,0,0,1
"Damme",1361,720,0.529022777369581,"male","60_64",136,77,3,0,0,1,0,0,1,0
"Damme",1361,720,0.529022777369581,"female","60_64",169,116,3,0,0,1,0,0,0,1
"Damme",1361,720,0.529022777369581,"male","65_69",119,68,4,0,0,0,1,0,1,0
"Damme",1361,720,0.529022777369581,"female","65_69",98,64,4,0,0,0,1,0,0,1
"Damme",1361,720,0.529022777369581,"male","70_74",84,56,5,0,0,0,0,1,1,0
"Damme",1361,720,0.529022777369581,"female","70_74",74,44,5,0,0,0,0,1,0,1
"De Haan",1904,940,0.493697478991597,"male","50_54",223,84,1,1,0,0,0,0,1,0
"De Haan",1904,940,0.493697478991597,"female","50_54",226,97,1,1,0,0,0,0,0,1
"De Haan",1904,940,0.493697478991597,"male","55_59",199,74,2,0,1,0,0,0,1,0
"De Haan",1904,940,0.493697478991597,"female","55_59",216,97,2,0,1,0,0,0,0,1
"De Haan",1904,940,0.493697478991597,"male","60_64",178,97,3,0,0,1,0,0,1,0
"De Haan",1904,940,0.493697478991597,"female","60_64",165,101,3,0,0,1,0,0,0,1
"De Haan",1904,940,0.493697478991597,"male","65_69",163,98,4,0,0,0,1,0,1,0
"De Haan",1904,940,0.493697478991597,"female","65_69",164,92,4,0,0,0,1,0,0,1
"De Haan",1904,940,0.493697478991597,"male","70_74",181,98,5,0,0,0,0,1,1,0
"De Haan",1904,940,0.493697478991597,"female","70_74",189,102,5,0,0,0,0,1,0,1
"De Panne",1489,566,0.380120886501007,"male","50_54",187,54,1,1,0,0,0,0,1,0
"De Panne",1489,566,0.380120886501007,"female","50_54",185,67,1,1,0,0,0,0,0,1
"De Panne",1489,566,0.380120886501007,"male","55_59",176,50,2,0,1,0,0,0,1,0
"De Panne",1489,566,0.380120886501007,"female","55_59",157,60,2,0,1,0,0,0,0,1
"De Panne",1489,566,0.380120886501007,"male","60_64",130,58,3,0,0,1,0,0,1,0
"De Panne",1489,566,0.380120886501007,"female","60_64",135,65,3,0,0,1,0,0,0,1
"De Panne",1489,566,0.380120886501007,"male","65_69",122,50,4,0,0,0,1,0,1,0
"De Panne",1489,566,0.380120886501007,"female","65_69",130,50,4,0,0,0,1,0,0,1
"De Panne",1489,566,0.380120886501007,"male","70_74",129,46,5,0,0,0,0,1,1,0
"De Panne",1489,566,0.380120886501007,"female","70_74",138,66,5,0,0,0,0,1,0,1
"De Pinte",1266,751,0.593206951026856,"male","50_54",188,90,1,1,0,0,0,0,1,0
"De Pinte",1266,751,0.593206951026856,"female","50_54",190,117,1,1,0,0,0,0,0,1
"De Pinte",1266,751,0.593206951026856,"male","55_59",147,64,2,0,1,0,0,0,1,0
"De Pinte",1266,751,0.593206951026856,"female","55_59",157,85,2,0,1,0,0,0,0,1
"De Pinte",1266,751,0.593206951026856,"male","60_64",125,91,3,0,0,1,0,0,1,0
"De Pinte",1266,751,0.593206951026856,"female","60_64",114,76,3,0,0,1,0,0,0,1
"De Pinte",1266,751,0.593206951026856,"male","65_69",72,41,4,0,0,0,1,0,1,0
"De Pinte",1266,751,0.593206951026856,"female","65_69",102,73,4,0,0,0,1,0,0,1
"De Pinte",1266,751,0.593206951026856,"male","70_74",91,60,5,0,0,0,0,1,1,0
"De Pinte",1266,751,0.593206951026856,"female","70_74",80,54,5,0,0,0,0,1,0,1
"Deerlijk",1252,635,0.507188498402556,"male","50_54",194,77,1,1,0,0,0,0,1,0
"Deerlijk",1252,635,0.507188498402556,"female","50_54",173,71,1,1,0,0,0,0,0,1
"Deerlijk",1252,635,0.507188498402556,"male","55_59",190,82,2,0,1,0,0,0,1,0
"Deerlijk",1252,635,0.507188498402556,"female","55_59",176,91,2,0,1,0,0,0,0,1
"Deerlijk",1252,635,0.507188498402556,"male","60_64",123,73,3,0,0,1,0,0,1,0
"Deerlijk",1252,635,0.507188498402556,"female","60_64",102,60,3,0,0,1,0,0,0,1
"Deerlijk",1252,635,0.507188498402556,"male","65_69",72,44,4,0,0,0,1,0,1,0
"Deerlijk",1252,635,0.507188498402556,"female","65_69",66,36,4,0,0,0,1,0,0,1
"Deerlijk",1252,635,0.507188498402556,"male","70_74",70,43,5,0,0,0,0,1,1,0
"Deerlijk",1252,635,0.507188498402556,"female","70_74",86,58,5,0,0,0,0,1,0,1
"Deinze",4670,2512,0.537901498929336,"male","50_54",780,332,1,1,0,0,0,0,1,0
"Deinze",4670,2512,0.537901498929336,"female","50_54",718,378,1,1,0,0,0,0,0,1
"Deinze",4670,2512,0.537901498929336,"male","55_59",612,252,2,0,1,0,0,0,1,0
"Deinze",4670,2512,0.537901498929336,"female","55_59",533,291,2,0,1,0,0,0,0,1
"Deinze",4670,2512,0.537901498929336,"male","60_64",369,228,3,0,0,1,0,0,1,0
"Deinze",4670,2512,0.537901498929336,"female","60_64",431,293,3,0,0,1,0,0,0,1
"Deinze",4670,2512,0.537901498929336,"male","65_69",322,206,4,0,0,0,1,0,1,0
"Deinze",4670,2512,0.537901498929336,"female","65_69",291,181,4,0,0,0,1,0,0,1
"Deinze",4670,2512,0.537901498929336,"male","70_74",302,166,5,0,0,0,0,1,1,0
"Deinze",4670,2512,0.537901498929336,"female","70_74",312,185,5,0,0,0,0,1,0,1
"Denderleeuw",2303,1018,0.442032132001737,"male","50_54",378,129,1,1,0,0,0,0,1,0
"Denderleeuw",2303,1018,0.442032132001737,"female","50_54",369,130,1,1,0,0,0,0,0,1
"Denderleeuw",2303,1018,0.442032132001737,"male","55_59",293,109,2,0,1,0,0,0,1,0
"Denderleeuw",2303,1018,0.442032132001737,"female","55_59",300,119,2,0,1,0,0,0,0,1
"Denderleeuw",2303,1018,0.442032132001737,"male","60_64",200,99,3,0,0,1,0,0,1,0
"Denderleeuw",2303,1018,0.442032132001737,"female","60_64",204,117,3,0,0,1,0,0,0,1
"Denderleeuw",2303,1018,0.442032132001737,"male","65_69",140,84,4,0,0,0,1,0,1,0
"Denderleeuw",2303,1018,0.442032132001737,"female","65_69",153,86,4,0,0,0,1,0,0,1
"Denderleeuw",2303,1018,0.442032132001737,"male","70_74",124,72,5,0,0,0,0,1,1,0
"Denderleeuw",2303,1018,0.442032132001737,"female","70_74",142,73,5,0,0,0,0,1,0,1
"Dendermonde",5193,2508,0.482957827845176,"male","50_54",782,309,1,1,0,0,0,0,1,0
"Dendermonde",5193,2508,0.482957827845176,"female","50_54",769,325,1,1,0,0,0,0,0,1
"Dendermonde",5193,2508,0.482957827845176,"male","55_59",627,256,2,0,1,0,0,0,1,0
"Dendermonde",5193,2508,0.482957827845176,"female","55_59",619,280,2,0,1,0,0,0,0,1
"Dendermonde",5193,2508,0.482957827845176,"male","60_64",484,259,3,0,0,1,0,0,1,0
"Dendermonde",5193,2508,0.482957827845176,"female","60_64",472,289,3,0,0,1,0,0,0,1
"Dendermonde",5193,2508,0.482957827845176,"male","65_69",353,209,4,0,0,0,1,0,1,0
"Dendermonde",5193,2508,0.482957827845176,"female","65_69",371,206,4,0,0,0,1,0,0,1
"Dendermonde",5193,2508,0.482957827845176,"male","70_74",335,170,5,0,0,0,0,1,1,0
"Dendermonde",5193,2508,0.482957827845176,"female","70_74",381,205,5,0,0,0,0,1,0,1
"Dentergem",930,477,0.512903225806452,"male","50_54",153,64,1,1,0,0,0,0,1,0
"Dentergem",930,477,0.512903225806452,"female","50_54",134,64,1,1,0,0,0,0,0,1
"Dentergem",930,477,0.512903225806452,"male","55_59",134,63,2,0,1,0,0,0,1,0
"Dentergem",930,477,0.512903225806452,"female","55_59",106,53,2,0,1,0,0,0,0,1
"Dentergem",930,477,0.512903225806452,"male","60_64",86,47,3,0,0,1,0,0,1,0
"Dentergem",930,477,0.512903225806452,"female","60_64",76,50,3,0,0,1,0,0,0,1
"Dentergem",930,477,0.512903225806452,"male","65_69",62,36,4,0,0,0,1,0,1,0
"Dentergem",930,477,0.512903225806452,"female","65_69",70,43,4,0,0,0,1,0,0,1
"Dentergem",930,477,0.512903225806452,"male","70_74",59,33,5,0,0,0,0,1,1,0
"Dentergem",930,477,0.512903225806452,"female","70_74",50,24,5,0,0,0,0,1,0,1
"Dessel",1102,649,0.588929219600726,"male","50_54",158,75,1,1,0,0,0,0,1,0
"Dessel",1102,649,0.588929219600726,"female","50_54",169,88,1,1,0,0,0,0,0,1
"Dessel",1102,649,0.588929219600726,"male","55_59",155,85,2,0,1,0,0,0,1,0
"Dessel",1102,649,0.588929219600726,"female","55_59",156,88,2,0,1,0,0,0,0,1
"Dessel",1102,649,0.588929219600726,"male","60_64",93,59,3,0,0,1,0,0,1,0
"Dessel",1102,649,0.588929219600726,"female","60_64",99,65,3,0,0,1,0,0,0,1
"Dessel",1102,649,0.588929219600726,"male","65_69",79,51,4,0,0,0,1,0,1,0
"Dessel",1102,649,0.588929219600726,"female","65_69",56,35,4,0,0,0,1,0,0,1
"Dessel",1102,649,0.588929219600726,"male","70_74",68,50,5,0,0,0,0,1,1,0
"Dessel",1102,649,0.588929219600726,"female","70_74",69,53,5,0,0,0,0,1,0,1
"Destelbergen",2044,1116,0.545988258317025,"male","50_54",268,112,1,1,0,0,0,0,1,0
"Destelbergen",2044,1116,0.545988258317025,"female","50_54",308,152,1,1,0,0,0,0,0,1
"Destelbergen",2044,1116,0.545988258317025,"male","55_59",233,114,2,0,1,0,0,0,1,0
"Destelbergen",2044,1116,0.545988258317025,"female","55_59",229,125,2,0,1,0,0,0,0,1
"Destelbergen",2044,1116,0.545988258317025,"male","60_64",183,122,3,0,0,1,0,0,1,0
"Destelbergen",2044,1116,0.545988258317025,"female","60_64",191,125,3,0,0,1,0,0,0,1
"Destelbergen",2044,1116,0.545988258317025,"male","65_69",139,79,4,0,0,0,1,0,1,0
"Destelbergen",2044,1116,0.545988258317025,"female","65_69",169,108,4,0,0,0,1,0,0,1
"Destelbergen",2044,1116,0.545988258317025,"male","70_74",157,93,5,0,0,0,0,1,1,0
"Destelbergen",2044,1116,0.545988258317025,"female","70_74",167,86,5,0,0,0,0,1,0,1
"Diepenbeek",2234,1186,0.53088630259624,"male","50_54",345,126,1,1,0,0,0,0,1,0
