"naam","totinv","totpart","rate","sex","age","invited","participant"
"Gent",23981,10360,0.432008673533214,"female","65_69",1624,851
"Gent",23981,10360,0.432008673533214,"male","70_74",1352,645
"Gent",23981,10360,0.432008673533214,"female","70_74",1690,863
"Geraardsbergen",4019,1731,0.430704155262503,"male","50_54",662,215
"Geraardsbergen",4019,1731,0.430704155262503,"female","50_54",628,239
"Geraardsbergen",4019,1731,0.430704155262503,"male","55_59",565,193
"Geraardsbergen",4019,1731,0.430704155262503,"female","55_59",478,209
"Geraardsbergen",4019,1731,0.430704155262503,"male","60_64",341,184
"Geraardsbergen",4019,1731,0.430704155262503,"female","60_64",340,188
"Geraardsbergen",4019,1731,0.430704155262503,"male","65_69",234,114
"Geraardsbergen",4019,1731,0.430704155262503,"female","65_69",244,124
"Geraardsbergen",4019,1731,0.430704155262503,"male","70_74",258,136
"Geraardsbergen",4019,1731,0.430704155262503,"female","70_74",269,129
"Gingelom",967,439,0.453981385729059,"male","50_54",156,48
"Gingelom",967,439,0.453981385729059,"female","50_54",160,75
"Gingelom",967,439,0.453981385729059,"male","55_59",128,56
"Gingelom",967,439,0.453981385729059,"female","55_59",112,56
"Gingelom",967,439,0.453981385729059,"male","60_64",80,39
"Gingelom",967,439,0.453981385729059,"female","60_64",80,42
"Gingelom",967,439,0.453981385729059,"male","65_69",77,39
"Gingelom",967,439,0.453981385729059,"female","65_69",59,28
"Gingelom",967,439,0.453981385729059,"male","70_74",60,27
"Gingelom",967,439,0.453981385729059,"female","70_74",55,29
"Gistel",1396,752,0.538681948424069,"male","50_54",206,94
"Gistel",1396,752,0.538681948424069,"female","50_54",217,111
"Gistel",1396,752,0.538681948424069,"male","55_59",190,76
"Gistel",1396,752,0.538681948424069,"female","55_59",163,83
"Gistel",1396,752,0.538681948424069,"male","60_64",116,78
"Gistel",1396,752,0.538681948424069,"female","60_64",129,80
"Gistel",1396,752,0.538681948424069,"male","65_69",85,50
"Gistel",1396,752,0.538681948424069,"female","65_69",94,57
"Gistel",1396,752,0.538681948424069,"male","70_74",93,61
"Gistel",1396,752,0.538681948424069,"female","70_74",103,62
"Glabbeek",709,351,0.495063469675599,"male","50_54",123,48
"Glabbeek",709,351,0.495063469675599,"female","50_54",103,52
"Glabbeek",709,351,0.495063469675599,"male","55_59",92,41
"Glabbeek",709,351,0.495063469675599,"female","55_59",87,45
"Glabbeek",709,351,0.495063469675599,"male","60_64",76,44
"Glabbeek",709,351,0.495063469675599,"female","60_64",56,35
"Glabbeek",709,351,0.495063469675599,"male","65_69",37,17
"Glabbeek",709,351,0.495063469675599,"female","65_69",41,20
"Glabbeek",709,351,0.495063469675599,"male","70_74",52,27
"Glabbeek",709,351,0.495063469675599,"female","70_74",42,22
"Gooik",1166,567,0.486277873070326,"male","50_54",164,66
"Gooik",1166,567,0.486277873070326,"female","50_54",171,77
"Gooik",1166,567,0.486277873070326,"male","55_59",163,60
"Gooik",1166,567,0.486277873070326,"female","55_59",132,72
"Gooik",1166,567,0.486277873070326,"male","60_64",101,55
"Gooik",1166,567,0.486277873070326,"female","60_64",114,68
"Gooik",1166,567,0.486277873070326,"male","65_69",85,46
"Gooik",1166,567,0.486277873070326,"female","65_69",86,47
"Gooik",1166,567,0.486277873070326,"male","70_74",80,39
"Gooik",1166,567,0.486277873070326,"female","70_74",70,37
"Grimbergen",4113,1505,0.365912958910771,"male","50_54",700,200
"Grimbergen",4113,1505,0.365912958910771,"female","50_54",669,193
"Grimbergen",4113,1505,0.365912958910771,"male","55_59",531,170
"Grimbergen",4113,1505,0.365912958910771,"female","55_59",508,164
"Grimbergen",4113,1505,0.365912958910771,"male","60_64",320,154
"Grimbergen",4113,1505,0.365912958910771,"female","60_64",350,176
"Grimbergen",4113,1505,0.365912958910771,"male","65_69",263,107
"Grimbergen",4113,1505,0.365912958910771,"female","65_69",264,125
"Grimbergen",4113,1505,0.365912958910771,"male","70_74",234,106
"Grimbergen",4113,1505,0.365912958910771,"female","70_74",274,110
"Grobbendonk",1391,780,0.560747663551402,"male","50_54",225,97
"Grobbendonk",1391,780,0.560747663551402,"female","50_54",181,95
"Grobbendonk",1391,780,0.560747663551402,"male","55_59",186,95
"Grobbendonk",1391,780,0.560747663551402,"female","55_59",154,84
"Grobbendonk",1391,780,0.560747663551402,"male","60_64",145,90
"Grobbendonk",1391,780,0.560747663551402,"female","60_64",128,85
"Grobbendonk",1391,780,0.560747663551402,"male","65_69",101,59
"Grobbendonk",1391,780,0.560747663551402,"female","65_69",98,66
"Grobbendonk",1391,780,0.560747663551402,"male","70_74",87,49
"Grobbendonk",1391,780,0.560747663551402,"female","70_74",86,60
"Haacht",1784,944,0.52914798206278,"male","50_54",245,105
"Haacht",1784,944,0.52914798206278,"female","50_54",265,130
"Haacht",1784,944,0.52914798206278,"male","55_59",215,96
"Haacht",1784,944,0.52914798206278,"female","55_59",208,98
"Haacht",1784,944,0.52914798206278,"male","60_64",168,106
"Haacht",1784,944,0.52914798206278,"female","60_64",171,99
"Haacht",1784,944,0.52914798206278,"male","65_69",127,74
"Haacht",1784,944,0.52914798206278,"female","65_69",135,92
"Haacht",1784,944,0.52914798206278,"male","70_74",122,65
"Haacht",1784,944,0.52914798206278,"female","70_74",128,79
"Haaltert",2169,1041,0.479944674965422,"male","50_54",353,117
"Haaltert",2169,1041,0.479944674965422,"female","50_54",318,139
"Haaltert",2169,1041,0.479944674965422,"male","55_59",281,103
"Haaltert",2169,1041,0.479944674965422,"female","55_59",236,115
"Haaltert",2169,1041,0.479944674965422,"male","60_64",205,111
"Haaltert",2169,1041,0.479944674965422,"female","60_64",209,142
"Haaltert",2169,1041,0.479944674965422,"male","65_69",137,86
"Haaltert",2169,1041,0.479944674965422,"female","65_69",145,90
"Haaltert",2169,1041,0.479944674965422,"male","70_74",142,61
"Haaltert",2169,1041,0.479944674965422,"female","70_74",143,77
"Halen",1000,520,0.52,"male","50_54",159,62
"Halen",1000,520,0.52,"female","50_54",142,57
"Halen",1000,520,0.52,"male","55_59",138,69
"Halen",1000,520,0.52,"female","55_59",113,52
"Halen",1000,520,0.52,"male","60_64",108,57
"Halen",1000,520,0.52,"female","60_64",82,54
"Halen",1000,520,0.52,"male","65_69",61,40
"Halen",1000,520,0.52,"female","65_69",71,48
"Halen",1000,520,0.52,"male","70_74",65,39
"Halen",1000,520,0.52,"female","70_74",61,42
"Halle",4138,1516,0.366360560657322,"male","50_54",692,197
"Halle",4138,1516,0.366360560657322,"female","50_54",667,229
"Halle",4138,1516,0.366360560657322,"male","55_59",511,146
"Halle",4138,1516,0.366360560657322,"female","55_59",523,161
"Halle",4138,1516,0.366360560657322,"male","60_64",357,149
"Halle",4138,1516,0.366360560657322,"female","60_64",327,161
"Halle",4138,1516,0.366360560657322,"male","65_69",248,105
"Halle",4138,1516,0.366360560657322,"female","65_69",269,113
"Halle",4138,1516,0.366360560657322,"male","70_74",251,117
"Halle",4138,1516,0.366360560657322,"female","70_74",293,138
"Ham",1213,655,0.539983511953833,"male","50_54",210,76
"Ham",1213,655,0.539983511953833,"female","50_54",191,102
"Ham",1213,655,0.539983511953833,"male","55_59",158,71
"Ham",1213,655,0.539983511953833,"female","55_59",138,69
"Ham",1213,655,0.539983511953833,"male","60_64",106,76
"Ham",1213,655,0.539983511953833,"female","60_64",103,70
"Ham",1213,655,0.539983511953833,"male","65_69",68,38
"Ham",1213,655,0.539983511953833,"female","65_69",68,51
"Ham",1213,655,0.539983511953833,"male","70_74",84,51
"Ham",1213,655,0.539983511953833,"female","70_74",87,51
"Hamme",2737,1342,0.490317866276946,"male","50_54",450,160
"Hamme",2737,1342,0.490317866276946,"female","50_54",392,181
"Hamme",2737,1342,0.490317866276946,"male","55_59",356,150
"Hamme",2737,1342,0.490317866276946,"female","55_59",319,151
"Hamme",2737,1342,0.490317866276946,"male","60_64",241,134
"Hamme",2737,1342,0.490317866276946,"female","60_64",224,128
"Hamme",2737,1342,0.490317866276946,"male","65_69",163,98
"Hamme",2737,1342,0.490317866276946,"female","65_69",211,135
"Hamme",2737,1342,0.490317866276946,"male","70_74",162,84
"Hamme",2737,1342,0.490317866276946,"female","70_74",219,121
"Hamont-Achel",1644,980,0.596107055961071,"male","50_54",260,115
"Hamont-Achel",1644,980,0.596107055961071,"female","50_54",213,110
"Hamont-Achel",1644,980,0.596107055961071,"male","55_59",237,118
"Hamont-Achel",1644,980,0.596107055961071,"female","55_59",194,122
"Hamont-Achel",1644,980,0.596107055961071,"male","60_64",166,117
"Hamont-Achel",1644,980,0.596107055961071,"female","60_64",144,102
"Hamont-Achel",1644,980,0.596107055961071,"male","65_69",118,87
"Hamont-Achel",1644,980,0.596107055961071,"female","65_69",104,73
"Hamont-Achel",1644,980,0.596107055961071,"male","70_74",106,69
"Hamont-Achel",1644,980,0.596107055961071,"female","70_74",102,67
"Harelbeke",3149,1602,0.508732931089235,"male","50_54",461,175
"Harelbeke",3149,1602,0.508732931089235,"female","50_54",452,205
"Harelbeke",3149,1602,0.508732931089235,"male","55_59",420,183
"Harelbeke",3149,1602,0.508732931089235,"female","55_59",395,198
"Harelbeke",3149,1602,0.508732931089235,"male","60_64",291,176
"Harelbeke",3149,1602,0.508732931089235,"female","60_64",289,179
"Harelbeke",3149,1602,0.508732931089235,"male","65_69",186,111
"Harelbeke",3149,1602,0.508732931089235,"female","65_69",222,133
"Harelbeke",3149,1602,0.508732931089235,"male","70_74",199,104
"Harelbeke",3149,1602,0.508732931089235,"female","70_74",234,138
"Hasselt",8772,4550,0.518695850433197,"male","50_54",1332,530
"Hasselt",8772,4550,0.518695850433197,"female","50_54",1216,571
"Hasselt",8772,4550,0.518695850433197,"male","55_59",969,403
"Hasselt",8772,4550,0.518695850433197,"female","55_59",1002,478
"Hasselt",8772,4550,0.518695850433197,"male","60_64",839,493
"Hasselt",8772,4550,0.518695850433197,"female","60_64",859,563
"Hasselt",8772,4550,0.518695850433197,"male","65_69",568,346
"Hasselt",8772,4550,0.518695850433197,"female","65_69",724,440
"Hasselt",8772,4550,0.518695850433197,"male","70_74",617,366
"Hasselt",8772,4550,0.518695850433197,"female","70_74",646,360
"Hechtel-Eksel",1437,807,0.561586638830898,"male","50_54",207,86
"Hechtel-Eksel",1437,807,0.561586638830898,"female","50_54",187,100
"Hechtel-Eksel",1437,807,0.561586638830898,"male","55_59",210,94
"Hechtel-Eksel",1437,807,0.561586638830898,"female","55_59",179,96
"Hechtel-Eksel",1437,807,0.561586638830898,"male","60_64",139,95
"Hechtel-Eksel",1437,807,0.561586638830898,"female","60_64",130,81
"Hechtel-Eksel",1437,807,0.561586638830898,"male","65_69",96,63
"Hechtel-Eksel",1437,807,0.561586638830898,"female","65_69",104,75
"Hechtel-Eksel",1437,807,0.561586638830898,"male","70_74",94,58
"Hechtel-Eksel",1437,807,0.561586638830898,"female","70_74",91,59
"Heers",942,485,0.514861995753715,"male","50_54",151,48
"Heers",942,485,0.514861995753715,"female","50_54",137,68
"Heers",942,485,0.514861995753715,"male","55_59",125,52
"Heers",942,485,0.514861995753715,"female","55_59",106,52
"Heers",942,485,0.514861995753715,"male","60_64",82,42
"Heers",942,485,0.514861995753715,"female","60_64",78,51
"Heers",942,485,0.514861995753715,"male","65_69",80,52
"Heers",942,485,0.514861995753715,"female","65_69",63,47
"Heers",942,485,0.514861995753715,"male","70_74",56,32
"Heers",942,485,0.514861995753715,"female","70_74",64,41
"Heist-op-den-Berg",5221,2779,0.532273510821682,"male","50_54",794,303
"Heist-op-den-Berg",5221,2779,0.532273510821682,"female","50_54",745,370
"Heist-op-den-Berg",5221,2779,0.532273510821682,"male","55_59",719,312
"Heist-op-den-Berg",5221,2779,0.532273510821682,"female","55_59",627,319
"Heist-op-den-Berg",5221,2779,0.532273510821682,"male","60_64",496,310
"Heist-op-den-Berg",5221,2779,0.532273510821682,"female","60_64",499,341
"Heist-op-den-Berg",5221,2779,0.532273510821682,"male","65_69",348,201
"Heist-op-den-Berg",5221,2779,0.532273510821682,"female","65_69",354,243
"Heist-op-den-Berg",5221,2779,0.532273510821682,"male","70_74",315,190
"Heist-op-den-Berg",5221,2779,0.532273510821682,"female","70_74",324,190
"Hemiksem",1181,525,0.444538526672312,"male","50_54",207,84
"Hemiksem",1181,525,0.444538526672312,"female","50_54",192,75
"Hemiksem",1181,525,0.444538526672312,"male","55_59",160,46
"Hemiksem",1181,525,0.444538526672312,"female","55_59",146,65
"Hemiksem",1181,525,0.444538526672312,"male","60_64",104,56
"Hemiksem",1181,525,0.444538526672312,"female","60_64",85,52
"Hemiksem",1181,525,0.444538526672312,"male","65_69",77,37
"Hemiksem",1181,525,0.444538526672312,"female","65_69",65,36
"Hemiksem",1181,525,0.444538526672312,"male","70_74",76,39
"Hemiksem",1181,525,0.444538526672312,"female","70_74",69,35
"Herent",2370,1219,0.514345991561181,"male","50_54",342,147
"Herent",2370,1219,0.514345991561181,"female","50_54",352,170
"Herent",2370,1219,0.514345991561181,"male","55_59",301,129
"Herent",2370,1219,0.514345991561181,"female","55_59",313,142
"Herent",2370,1219,0.514345991561181,"male","60_64",220,131
"Herent",2370,1219,0.514345991561181,"female","60_64",196,118
"Herent",2370,1219,0.514345991561181,"male","65_69",166,105
"Herent",2370,1219,0.514345991561181,"female","65_69",187,115
"Herent",2370,1219,0.514345991561181,"male","70_74",139,67
"Herent",2370,1219,0.514345991561181,"female","70_74",154,95
"Herentals",3244,1678,0.517262638717633,"male","50_54",462,187
"Herentals",3244,1678,0.517262638717633,"female","50_54",463,214
"Herentals",3244,1678,0.517262638717633,"male","55_59",426,170
"Herentals",3244,1678,0.517262638717633,"female","55_59",424,214
"Herentals",3244,1678,0.517262638717633,"male","60_64",326,196
"Herentals",3244,1678,0.517262638717633,"female","60_64",313,210
"Herentals",3244,1678,0.517262638717633,"male","65_69",214,130
"Herentals",3244,1678,0.517262638717633,"female","65_69",217,132
"Herentals",3244,1678,0.517262638717633,"male","70_74",180,99
"Herentals",3244,1678,0.517262638717633,"female","70_74",219,126
"Herenthout",1083,595,0.549399815327793,"male","50_54",156,67
"Herenthout",1083,595,0.549399815327793,"female","50_54",166,87
"Herenthout",1083,595,0.549399815327793,"male","55_59",129,67
"Herenthout",1083,595,0.549399815327793,"female","55_59",118,57
"Herenthout",1083,595,0.549399815327793,"male","60_64",111,60
"Herenthout",1083,595,0.549399815327793,"female","60_64",120,71
"Herenthout",1083,595,0.549399815327793,"male","65_69",79,59
"Herenthout",1083,595,0.549399815327793,"female","65_69",66,45
"Herenthout",1083,595,0.549399815327793,"male","70_74",82,46
"Herenthout",1083,595,0.549399815327793,"female","70_74",56,36
"Herk-de-Stad",1449,802,0.553485162180814,"male","50_54",205,76
"Herk-de-Stad",1449,802,0.553485162180814,"female","50_54",197,89
"Herk-de-Stad",1449,802,0.553485162180814,"male","55_59",195,93
"Herk-de-Stad",1449,802,0.553485162180814,"female","55_59",164,95
"Herk-de-Stad",1449,802,0.553485162180814,"male","60_64",152,101
"Herk-de-Stad",1449,802,0.553485162180814,"female","60_64",139,94
"Herk-de-Stad",1449,802,0.553485162180814,"male","65_69",88,61
"Herk-de-Stad",1449,802,0.553485162180814,"female","65_69",121,75
"Herk-de-Stad",1449,802,0.553485162180814,"male","70_74",76,46
"Herk-de-Stad",1449,802,0.553485162180814,"female","70_74",112,72
"Herne",786,317,0.403307888040712,"male","50_54",125,34
"Herne",786,317,0.403307888040712,"female","50_54",123,56
"Herne",786,317,0.403307888040712,"male","55_59",102,32
"Herne",786,317,0.403307888040712,"female","55_59",92,37
"Herne",786,317,0.403307888040712,"male","60_64",72,33
"Herne",786,317,0.403307888040712,"female","60_64",59,29
"Herne",786,317,0.403307888040712,"male","65_69",49,27
"Herne",786,317,0.403307888040712,"female","65_69",58,30
"Herne",786,317,0.403307888040712,"male","70_74",51,19
"Herne",786,317,0.403307888040712,"female","70_74",55,20
"Herselt",1769,925,0.522894290559638,"male","50_54",253,100
"Herselt",1769,925,0.522894290559638,"female","50_54",249,112
"Herselt",1769,925,0.522894290559638,"male","55_59",233,96
"Herselt",1769,925,0.522894290559638,"female","55_59",216,117
"Herselt",1769,925,0.522894290559638,"male","60_64",173,113
"Herselt",1769,925,0.522894290559638,"female","60_64",163,104
"Herselt",1769,925,0.522894290559638,"male","65_69",122,78
"Herselt",1769,925,0.522894290559638,"female","65_69",120,64
"Herselt",1769,925,0.522894290559638,"male","70_74",112,69
"Herselt",1769,925,0.522894290559638,"female","70_74",128,72
"Herstappe",8,3,0.375,"male","50_54",1,0
"Herstappe",8,3,0.375,"female","50_54",1,1
"Herstappe",8,3,0.375,"male","55_59",1,1
"Herstappe",8,3,0.375,"female","55_59",1,0
"Herstappe",8,3,0.375,"male","60_64",1,0
"Herstappe",8,3,0.375,"female","60_64",1,0
"Herstappe",8,3,0.375,"male","65_69",0,0
"Herstappe",8,3,0.375,"female","65_69",1,0
"Herstappe",8,3,0.375,"male","70_74",0,0
"Herstappe",8,3,0.375,"female","70_74",1,1
"Herzele",2039,1025,0.502697400686611,"male","50_54",348,126
"Herzele",2039,1025,0.502697400686611,"female","50_54",315,144
"Herzele",2039,1025,0.502697400686611,"male","55_59",263,106
"Herzele",2039,1025,0.502697400686611,"female","55_59",231,115
"Herzele",2039,1025,0.502697400686611,"male","60_64",188,111
"Herzele",2039,1025,0.502697400686611,"female","60_64",155,110
"Herzele",2039,1025,0.502697400686611,"male","65_69",152,87
"Herzele",2039,1025,0.502697400686611,"female","65_69",128,85
"Herzele",2039,1025,0.502697400686611,"male","70_74",124,68
"Herzele",2039,1025,0.502697400686611,"female","70_74",135,73
"Heusden-Zolder",3673,1851,0.503947726653961,"male","50_54",573,197
"Heusden-Zolder",3673,1851,0.503947726653961,"female","50_54",523,219
"Heusden-Zolder",3673,1851,0.503947726653961,"male","55_59",488,207
"Heusden-Zolder",3673,1851,0.503947726653961,"female","55_59",439,220
"Heusden-Zolder",3673,1851,0.503947726653961,"male","60_64",326,204
"Heusden-Zolder",3673,1851,0.503947726653961,"female","60_64",333,201
"Heusden-Zolder",3673,1851,0.503947726653961,"male","65_69",241,145
"Heusden-Zolder",3673,1851,0.503947726653961,"female","65_69",286,175
"Heusden-Zolder",3673,1851,0.503947726653961,"male","70_74",231,139
"Heusden-Zolder",3673,1851,0.503947726653961,"female","70_74",233,144
"Heuvelland",948,453,0.477848101265823,"male","50_54",167,47
"Heuvelland",948,453,0.477848101265823,"female","50_54",126,68
"Heuvelland",948,453,0.477848101265823,"male","55_59",121,46
"Heuvelland",948,453,0.477848101265823,"female","55_59",102,51
"Heuvelland",948,453,0.477848101265823,"male","60_64",110,63
"Heuvelland",948,453,0.477848101265823,"female","60_64",81,50
"Heuvelland",948,453,0.477848101265823,"male","65_69",74,32
"Heuvelland",948,453,0.477848101265823,"female","65_69",58,41
"Heuvelland",948,453,0.477848101265823,"male","70_74",53,32
"Heuvelland",948,453,0.477848101265823,"female","70_74",56,23
"Hoegaarden",860,429,0.498837209302326,"male","50_54",146,52
"Hoegaarden",860,429,0.498837209302326,"female","50_54",157,79
"Hoegaarden",860,429,0.498837209302326,"male","55_59",122,49
"Hoegaarden",860,429,0.498837209302326,"female","55_59",99,47
"Hoegaarden",860,429,0.498837209302326,"male","60_64",78,43
"Hoegaarden",860,429,0.498837209302326,"female","60_64",70,43
"Hoegaarden",860,429,0.498837209302326,"male","65_69",55,37
"Hoegaarden",860,429,0.498837209302326,"female","65_69",54,31
"Hoegaarden",860,429,0.498837209302326,"male","70_74",36,23
"Hoegaarden",860,429,0.498837209302326,"female","70_74",43,25
"Hoeilaart",1254,468,0.373205741626794,"male","50_54",233,72
"Hoeilaart",1254,468,0.373205741626794,"female","50_54",229,71
"Hoeilaart",1254,468,0.373205741626794,"male","55_59",135,39
"Hoeilaart",1254,468,0.373205741626794,"female","55_59",139,42
"Hoeilaart",1254,468,0.373205741626794,"male","60_64",92,43
"Hoeilaart",1254,468,0.373205741626794,"female","60_64",109,54
"Hoeilaart",1254,468,0.373205741626794,"male","65_69",83,42
"Hoeilaart",1254,468,0.373205741626794,"female","65_69",77,33
"Hoeilaart",1254,468,0.373205741626794,"male","70_74",75,31
"Hoeilaart",1254,468,0.373205741626794,"female","70_74",82,41
"Hoeselt",1173,638,0.543904518329071,"male","50_54",176,80
"Hoeselt",1173,638,0.543904518329071,"female","50_54",172,90
"Hoeselt",1173,638,0.543904518329071,"male","55_59",143,60
"Hoeselt",1173,638,0.543904518329071,"female","55_59",148,73
"Hoeselt",1173,638,0.543904518329071,"male","60_64",110,72
"Hoeselt",1173,638,0.543904518329071,"female","60_64",102,66
"Hoeselt",1173,638,0.543904518329071,"male","65_69",86,56
"Hoeselt",1173,638,0.543904518329071,"female","65_69",89,53
"Hoeselt",1173,638,0.543904518329071,"male","70_74",63,36
"Hoeselt",1173,638,0.543904518329071,"female","70_74",84,52
"Holsbeek",1202,647,0.538269550748752,"male","50_54",173,73
"Holsbeek",1202,647,0.538269550748752,"female","50_54",182,88
"Holsbeek",1202,647,0.538269550748752,"male","55_59",171,77
"Holsbeek",1202,647,0.538269550748752,"female","55_59",153,82
"Holsbeek",1202,647,0.538269550748752,"male","60_64",102,61
"Holsbeek",1202,647,0.538269550748752,"female","60_64",110,72
"Holsbeek",1202,647,0.538269550748752,"male","65_69",73,46
"Holsbeek",1202,647,0.538269550748752,"female","65_69",72,44
"Holsbeek",1202,647,0.538269550748752,"male","70_74",84,55
"Holsbeek",1202,647,0.538269550748752,"female","70_74",82,49
"Hooglede",1133,581,0.512797881729921,"male","50_54",183,71
"Hooglede",1133,581,0.512797881729921,"female","50_54",170,87
"Hooglede",1133,581,0.512797881729921,"male","55_59",153,63
"Hooglede",1133,581,0.512797881729921,"female","55_59",140,78
"Hooglede",1133,581,0.512797881729921,"male","60_64",94,56
"Hooglede",1133,581,0.512797881729921,"female","60_64",102,61
"Hooglede",1133,581,0.512797881729921,"male","65_69",81,48
"Hooglede",1133,581,0.512797881729921,"female","65_69",67,44
"Hooglede",1133,581,0.512797881729921,"male","70_74",72,39
"Hooglede",1133,581,0.512797881729921,"female","70_74",71,34
"Hoogstraten",2314,1270,0.548833189282627,"male","50_54",385,148
"Hoogstraten",2314,1270,0.548833189282627,"female","50_54",349,177
"Hoogstraten",2314,1270,0.548833189282627,"male","55_59",333,154
"Hoogstraten",2314,1270,0.548833189282627,"female","55_59",269,152
"Hoogstraten",2314,1270,0.548833189282627,"male","60_64",209,130
"Hoogstraten",2314,1270,0.548833189282627,"female","60_64",174,124
"Hoogstraten",2314,1270,0.548833189282627,"male","65_69",154,100
"Hoogstraten",2314,1270,0.548833189282627,"female","65_69",148,97
"Hoogstraten",2314,1270,0.548833189282627,"male","70_74",163,99
"Hoogstraten",2314,1270,0.548833189282627,"female","70_74",130,89
"Horebeke",248,120,0.483870967741935,"male","50_54",41,9
"Horebeke",248,120,0.483870967741935,"female","50_54",39,21
"Horebeke",248,120,0.483870967741935,"male","55_59",40,15
"Horebeke",248,120,0.483870967741935,"female","55_59",24,14
"Horebeke",248,120,0.483870967741935,"male","60_64",18,10
"Horebeke",248,120,0.483870967741935,"female","60_64",21,14
"Horebeke",248,120,0.483870967741935,"male","65_69",18,12
"Horebeke",248,120,0.483870967741935,"female","65_69",12,10
"Horebeke",248,120,0.483870967741935,"male","70_74",16,7
"Horebeke",248,120,0.483870967741935,"female","70_74",19,8
"Houthalen-Helchteren",3491,1775,0.508450300773417,"male","50_54",527,178
"Houthalen-Helchteren",3491,1775,0.508450300773417,"female","50_54",453,198
"Houthalen-Helchteren",3491,1775,0.508450300773417,"male","55_59",456,203
"Houthalen-Helchteren",3491,1775,0.508450300773417,"female","55_59",444,237
"Houthalen-Helchteren",3491,1775,0.508450300773417,"male","60_64",342,216
"Houthalen-Helchteren",3491,1775,0.508450300773417,"female","60_64",309,174
"Houthalen-Helchteren",3491,1775,0.508450300773417,"male","65_69",246,146
"Houthalen-Helchteren",3491,1775,0.508450300773417,"female","65_69",274,167
"Houthalen-Helchteren",3491,1775,0.508450300773417,"male","70_74",230,132
"Houthalen-Helchteren",3491,1775,0.508450300773417,"female","70_74",210,124
"Houthulst",1084,519,0.478782287822878,"male","50_54",183,63
"Houthulst",1084,519,0.478782287822878,"female","50_54",165,76
"Houthulst",1084,519,0.478782287822878,"male","55_59",141,57
"Houthulst",1084,519,0.478782287822878,"female","55_59",153,76
"Houthulst",1084,519,0.478782287822878,"male","60_64",88,40
"Houthulst",1084,519,0.478782287822878,"female","60_64",94,60
"Houthulst",1084,519,0.478782287822878,"male","65_69",56,34
"Houthulst",1084,519,0.478782287822878,"female","65_69",68,41
"Houthulst",1084,519,0.478782287822878,"male","70_74",64,33
"Houthulst",1084,519,0.478782287822878,"female","70_74",72,39
"Hove",889,514,0.578177727784027,"male","50_54",120,68
"Hove",889,514,0.578177727784027,"female","50_54",127,66
"Hove",889,514,0.578177727784027,"male","55_59",97,38
"Hove",889,514,0.578177727784027,"female","55_59",100,52
"Hove",889,514,0.578177727784027,"male","60_64",90,55
"Hove",889,514,0.578177727784027,"female","60_64",81,53
"Hove",889,514,0.578177727784027,"male","65_69",75,58
"Hove",889,514,0.578177727784027,"female","65_69",77,58
"Hove",889,514,0.578177727784027,"male","70_74",51,28
"Hove",889,514,0.578177727784027,"female","70_74",71,38
"Huldenberg",1188,554,0.466329966329966,"male","50_54",161,61
"Huldenberg",1188,554,0.466329966329966,"female","50_54",188,76
"Huldenberg",1188,554,0.466329966329966,"male","55_59",157,61
"Huldenberg",1188,554,0.466329966329966,"female","55_59",142,62
"Huldenberg",1188,554,0.466329966329966,"male","60_64",102,54
"Huldenberg",1188,554,0.466329966329966,"female","60_64",100,60
"Huldenberg",1188,554,0.466329966329966,"male","65_69",97,51
"Huldenberg",1188,554,0.466329966329966,"female","65_69",77,35
"Huldenberg",1188,554,0.466329966329966,"male","70_74",75,40
"Huldenberg",1188,554,0.466329966329966,"female","70_74",89,54
"Hulshout",1248,639,0.512019230769231,"male","50_54",196,72
"Hulshout",1248,639,0.512019230769231,"female","50_54",204,97
"Hulshout",1248,639,0.512019230769231,"male","55_59",177,76
"Hulshout",1248,639,0.512019230769231,"female","55_59",143,75
"Hulshout",1248,639,0.512019230769231,"male","60_64",122,73
"Hulshout",1248,639,0.512019230769231,"female","60_64",113,83
"Hulshout",1248,639,0.512019230769231,"male","65_69",82,43
"Hulshout",1248,639,0.512019230769231,"female","65_69",68,40
"Hulshout",1248,639,0.512019230769231,"male","70_74",72,39
"Hulshout",1248,639,0.512019230769231,"female","70_74",71,41
"Ichtegem",1614,799,0.495043370508055,"male","50_54",250,103
"Ichtegem",1614,799,0.495043370508055,"female","50_54",227,104
"Ichtegem",1614,799,0.495043370508055,"male","55_59",199,72
"Ichtegem",1614,799,0.495043370508055,"female","55_59",185,94
"Ichtegem",1614,799,0.495043370508055,"male","60_64",140,80
"Ichtegem",1614,799,0.495043370508055,"female","60_64",128,82
"Ichtegem",1614,799,0.495043370508055,"male","65_69",134,75
"Ichtegem",1614,799,0.495043370508055,"female","65_69",109,65
"Ichtegem",1614,799,0.495043370508055,"male","70_74",119,65
"Ichtegem",1614,799,0.495043370508055,"female","70_74",123,59
"Ieper",3988,2092,0.52457372116349,"male","50_54",568,226
"Ieper",3988,2092,0.52457372116349,"female","50_54",582,293
"Ieper",3988,2092,0.52457372116349,"male","55_59",519,232
"Ieper",3988,2092,0.52457372116349,"female","55_59",456,243
"Ieper",3988,2092,0.52457372116349,"male","60_64",327,198
"Ieper",3988,2092,0.52457372116349,"female","60_64",357,230
"Ieper",3988,2092,0.52457372116349,"male","65_69",282,158
"Ieper",3988,2092,0.52457372116349,"female","65_69",309,194
"Ieper",3988,2092,0.52457372116349,"male","70_74",291,162
